Medicare Advantage Monthly Capitation Rates for 2026 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.",,,,
Code,State,County Name,Parts A&B 2026 Rate,Parts A&B ESRD 2026 Rate
50340,WASHINGTON,WAHKIAKUM,"1,375.09","9,657.85"
50350,WASHINGTON,WALLA WALLA,"1,263.49","9,657.85"
50360,WASHINGTON,WHATCOM,"1,263.49","9,657.85"
50370,WASHINGTON,WHITMAN,"1,495.34","9,657.85"
50380,WASHINGTON,YAKIMA,"1,263.49","9,657.85"
51000,WEST VIRGINIA,BARBOUR,"1,238.47","9,837.81"
51010,WEST VIRGINIA,BERKELEY,"1,396.41","9,837.81"
51020,WEST VIRGINIA,BOONE,"1,396.41","9,837.81"
51030,WEST VIRGINIA,BRAXTON,"1,263.49","9,837.81"
51040,WEST VIRGINIA,BROOKE,"1,339.98","9,837.81"
51050,WEST VIRGINIA,CABELL,"1,396.41","9,837.81"
51060,WEST VIRGINIA,CALHOUN,"1,296.84","9,837.81"
51070,WEST VIRGINIA,CLAY,"1,396.41","9,837.81"
51080,WEST VIRGINIA,DODDRIDGE,"1,466.01","9,837.81"
51090,WEST VIRGINIA,FAYETTE,"1,428.56","9,837.81"
51100,WEST VIRGINIA,GILMER,"1,263.49","9,837.81"
51110,WEST VIRGINIA,GRANT,"1,263.49","9,837.81"
51120,WEST VIRGINIA,GREENBRIER,"1,263.49","9,837.81"
51130,WEST VIRGINIA,HAMPSHIRE,"1,263.49","9,837.81"
51140,WEST VIRGINIA,HANCOCK,"1,371.17","9,837.81"
51150,WEST VIRGINIA,HARDY,"1,263.49","9,837.81"
51160,WEST VIRGINIA,HARRISON,"1,263.49","9,837.81"
51170,WEST VIRGINIA,JACKSON,"1,263.49","9,837.81"
51180,WEST VIRGINIA,JEFFERSON,"1,396.41","9,837.81"
51190,WEST VIRGINIA,KANAWHA,"1,396.41","9,837.81"
51200,WEST VIRGINIA,LEWIS,"1,263.49","9,837.81"
51210,WEST VIRGINIA,LINCOLN,"1,396.41","9,837.81"
51220,WEST VIRGINIA,LOGAN,"1,450.66","9,837.81"
51230,WEST VIRGINIA,MCDOWELL,"1,285.62","9,837.81"
51240,WEST VIRGINIA,MARION,"1,263.49","9,837.81"
51250,WEST VIRGINIA,MARSHALL,"1,320.62","9,837.81"
51260,WEST VIRGINIA,MASON,"1,263.49","9,837.81"
51270,WEST VIRGINIA,MERCER,"1,263.49","9,837.81"
51280,WEST VIRGINIA,MINERAL,"1,404.25","9,837.81"
51290,WEST VIRGINIA,MINGO,"1,377.38","9,837.81"
51300,WEST VIRGINIA,MONONGALIA,"1,192.05","9,837.81"
51310,WEST VIRGINIA,MONROE,"1,263.49","9,837.81"
51320,WEST VIRGINIA,MORGAN,"1,287.15","9,837.81"
51330,WEST VIRGINIA,NICHOLAS,"1,263.49","9,837.81"
51340,WEST VIRGINIA,OHIO,"1,448.36","9,837.81"
51350,WEST VIRGINIA,PENDLETON,"1,263.49","9,837.81"
51360,WEST VIRGINIA,PLEASANTS,"1,263.49","9,837.81"
51370,WEST VIRGINIA,POCAHONTAS,"1,274.77","9,837.81"
51380,WEST VIRGINIA,PRESTON,"1,269.38","9,837.81"
51390,WEST VIRGINIA,PUTNAM,"1,396.41","9,837.81"
51400,WEST VIRGINIA,RALEIGH,"1,326.79","9,837.81"
51410,WEST VIRGINIA,RANDOLPH,"1,263.49","9,837.81"
51420,WEST VIRGINIA,RITCHIE,"1,263.49","9,837.81"
51430,WEST VIRGINIA,ROANE,"1,263.49","9,837.81"
51440,WEST VIRGINIA,SUMMERS,"1,263.49","9,837.81"
51450,WEST VIRGINIA,TAYLOR,"1,316.58","9,837.81"
51460,WEST VIRGINIA,TUCKER,"1,263.49","9,837.81"
51470,WEST VIRGINIA,TYLER,"1,270.62","9,837.81"
51480,WEST VIRGINIA,UPSHUR,"1,263.49","9,837.81"
51490,WEST VIRGINIA,WAYNE,"1,396.41","9,837.81"
51500,WEST VIRGINIA,WEBSTER,"1,263.49","9,837.81"
51510,WEST VIRGINIA,WETZEL,"1,263.49","9,837.81"
51520,WEST VIRGINIA,WIRT,"1,263.49","9,837.81"
51530,WEST VIRGINIA,WOOD,"1,263.49","9,837.81"
51540,WEST VIRGINIA,WYOMING,"1,241.33","9,837.81"
52000,WISCONSIN,ADAMS,"1,228.02","9,165.37"
52010,WISCONSIN,ASHLAND,"1,263.49","9,165.37"
52020,WISCONSIN,BARRON,"1,263.49","9,165.37"
52030,WISCONSIN,BAYFIELD,"1,263.49","9,165.37"
52040,WISCONSIN,BROWN,"1,396.41","9,165.37"
52050,WISCONSIN,BUFFALO,"1,263.49","9,165.37"
52060,WISCONSIN,BURNETT,"1,306.00","9,165.37"
52070,WISCONSIN,CALUMET,"1,396.41","9,165.37"
52080,WISCONSIN,CHIPPEWA,"1,263.49","9,165.37"
52090,WISCONSIN,CLARK,"1,263.49","9,165.37"
52100,WISCONSIN,COLUMBIA,"1,396.41","9,165.37"
52110,WISCONSIN,CRAWFORD,"1,322.38","9,165.37"
52120,WISCONSIN,DANE,"1,396.41","9,165.37"
52130,WISCONSIN,DODGE,"1,263.49","9,165.37"
52140,WISCONSIN,DOOR,"1,211.08","9,165.37"
52150,WISCONSIN,DOUGLAS,"1,396.41","9,165.37"
52160,WISCONSIN,DUNN,"1,190.62","9,165.37"
52170,WISCONSIN,EAU CLAIRE,"1,263.49","9,165.37"
52180,WISCONSIN,FLORENCE,"1,263.49","9,165.37"
52190,WISCONSIN,FOND DU LAC,"1,263.49","9,165.37"
52200,WISCONSIN,FOREST,"1,263.49","9,165.37"
52210,WISCONSIN,GRANT,"1,263.49","9,165.37"
52220,WISCONSIN,GREEN,"1,263.49","9,165.37"
52230,WISCONSIN,GREEN LAKE,"1,263.49","9,165.37"
52240,WISCONSIN,IOWA,"1,396.41","9,165.37"
52250,WISCONSIN,IRON,"1,263.49","9,165.37"
52260,WISCONSIN,JACKSON,"1,382.14","9,165.37"
52270,WISCONSIN,JEFFERSON,"1,263.49","9,165.37"
52280,WISCONSIN,JUNEAU,"1,263.49","9,165.37"
52290,WISCONSIN,KENOSHA,"1,396.41","9,165.37"
52300,WISCONSIN,KEWAUNEE,"1,396.41","9,165.37"
52310,WISCONSIN,LA CROSSE,"1,263.49","9,165.37"
52320,WISCONSIN,LAFAYETTE,"1,409.94","9,165.37"
52330,WISCONSIN,LANGLADE,"1,263.49","9,165.37"
52340,WISCONSIN,LINCOLN,"1,263.49","9,165.37"
52350,WISCONSIN,MANITOWOC,"1,263.49","9,165.37"
52360,WISCONSIN,MARATHON,"1,263.49","9,165.37"
52370,WISCONSIN,MARINETTE,"1,263.49","9,165.37"
52380,WISCONSIN,MARQUETTE,"1,263.49","9,165.37"
52381,WISCONSIN,MENOMINEE,"1,263.49","9,165.37"
52390,WISCONSIN,MILWAUKEE,"1,396.41","9,165.37"
52400,WISCONSIN,MONROE,"1,263.49","9,165.37"
52410,WISCONSIN,OCONTO,"1,396.41","9,165.37"
52420,WISCONSIN,ONEIDA,"1,263.49","9,165.37"
52430,WISCONSIN,OUTAGAMIE,"1,396.41","9,165.37"
52440,WISCONSIN,OZAUKEE,"1,396.41","9,165.37"
52450,WISCONSIN,PEPIN,"1,441.69","9,165.37"
52460,WISCONSIN,PIERCE,"1,396.41","9,165.37"
52470,WISCONSIN,POLK,"1,389.51","9,165.37"
52480,WISCONSIN,PORTAGE,"1,263.49","9,165.37"
52490,WISCONSIN,PRICE,"1,263.49","9,165.37"
52500,WISCONSIN,RACINE,"1,396.41","9,165.37"
52510,WISCONSIN,RICHLAND,"1,263.49","9,165.37"
52520,WISCONSIN,ROCK,"1,263.49","9,165.37"
52530,WISCONSIN,RUSK,"1,248.25","9,165.37"
52540,WISCONSIN,ST. CROIX,"1,396.41","9,165.37"
52550,WISCONSIN,SAUK,"1,263.49","9,165.37"
52560,WISCONSIN,SAWYER,"1,263.49","9,165.37"
52570,WISCONSIN,SHAWANO,"1,263.49","9,165.37"
52580,WISCONSIN,SHEBOYGAN,"1,263.49","9,165.37"
52590,WISCONSIN,TAYLOR,"1,263.49","9,165.37"
52600,WISCONSIN,TREMPEALEAU,"1,263.49","9,165.37"
52610,WISCONSIN,VERNON,"1,263.49","9,165.37"
52620,WISCONSIN,VILAS,"1,263.49","9,165.37"
52630,WISCONSIN,WALWORTH,"1,263.49","9,165.37"
52640,WISCONSIN,WASHBURN,"1,277.88","9,165.37"
52650,WISCONSIN,WASHINGTON,"1,396.41","9,165.37"
52660,WISCONSIN,WAUKESHA,"1,396.41","9,165.37"
52670,WISCONSIN,WAUPACA,"1,263.49","9,165.37"
52680,WISCONSIN,WAUSHARA,"1,263.49","9,165.37"
52690,WISCONSIN,WINNEBAGO,"1,396.41","9,165.37"
52700,WISCONSIN,WOOD,"1,263.49","9,165.37"
53000,WYOMING,ALBANY,"1,454.34","9,873.86"
53010,WYOMING,BIG HORN,"1,460.52","9,873.86"
53020,WYOMING,CAMPBELL,"1,385.85","9,873.86"
53030,WYOMING,CARBON,"1,689.88","9,873.86"
53040,WYOMING,CONVERSE,"1,812.27","9,873.86"
53050,WYOMING,CROOK,"1,437.85","9,873.86"
53060,WYOMING,FREMONT,"1,396.65","9,873.86"
53070,WYOMING,GOSHEN,"1,413.36","9,873.86"
53080,WYOMING,HOT SPRINGS,"1,639.95","9,873.86"
53090,WYOMING,JOHNSON,"1,342.54","9,873.86"
53100,WYOMING,LARAMIE,"1,437.90","9,873.86"
53110,WYOMING,LINCOLN,"1,634.26","9,873.86"
53120,WYOMING,NATRONA,"1,316.07","9,873.86"
53130,WYOMING,NIOBRARA,"2,256.47","9,873.86"
53140,WYOMING,PARK,"1,286.53","9,873.86"
53150,WYOMING,PLATTE,"1,620.48","9,873.86"
53160,WYOMING,SHERIDAN,"1,263.49","9,873.86"
53170,WYOMING,SUBLETTE,"1,557.57","9,873.86"
53180,WYOMING,SWEETWATER,"1,386.87","9,873.86"
53190,WYOMING,TETON,"1,681.99","9,873.86"
53200,WYOMING,UINTA,"1,347.62","9,873.86"
53210,WYOMING,WASHAKIE,"1,623.59","9,873.86"
53220,WYOMING,WESTON,"1,543.90","9,873.86"
65010,GU,AGANA,"1,099.80","9,901.07"
65020,GU,AGANA HEIGHTS,"1,099.80","9,901.07"
65030,GU,AGAT,"1,099.80","9,901.07"
65040,GU,ASAN,"1,099.80","9,901.07"
65050,GU,BARRIGADA,"1,099.80","9,901.07"
65060,GU,CHALAN PAGO,"1,099.80","9,901.07"
65070,GU,DEDEDO,"1,099.80","9,901.07"
65080,GU,INARAJAN,"1,099.80","9,901.07"
65090,GU,MAITE,"1,099.80","9,901.07"
65100,GU,MANGILAO,"1,099.80","9,901.07"
65110,GU,MERIZO,"1,099.80","9,901.07"
65120,GU,MONGMONG,"1,099.80","9,901.07"
65130,GU,ORDOT,"1,099.80","9,901.07"
65140,GU,PITI,"1,099.80","9,901.07"
65150,GU,SANTA RITA,"1,099.80","9,901.07"
65160,GU,SINAJANA,"1,099.80","9,901.07"
65170,GU,TALOFOFO,"1,099.80","9,901.07"
65180,GU,TAMUNING,"1,099.80","9,901.07"
65190,GU,TOTO,"1,099.80","9,901.07"
65200,GU,UMATAC,"1,099.80","9,901.07"
65210,GU,YIGO,"1,099.80","9,901.07"
65220,GU,YONA,"1,099.80","9,901.07"
63050,NORTHERN MARIANA ISLANDS,NORTHERN MARIANA ISLAND,950.27,"7,119.66"
64XXX,AMERICAN SAMOA,AMERICAN SAMOA,743.66,"6,586.12"
,,,,
,,,,
,,,,
